paperId,uses dataset or derivative,dataset(s) / model(s) used,unable to disambiguate,cites D18,cites D19,cites D20(1),cites D20(2),cites D20(3),cites D21,cites D22,cites D23,cites D24,cites D25,cites D26,title,abstract,year,venue,arxivId,doi,pdfUrl
09a179cc3a195f2d414d46d3378eb74d0baa0292,0,,,0,1,0,0,0,0,0,0,0,0,0,Deformable Generator Network: Unsupervised Disentanglement of Appearance and Geometry,"We present a deformable generator model to disentangle the appearance and geometric information for both image and video data in a purely unsupervised manner. The appearance generator network models the information related to appearance, including color, illumination, identity or category, while the geometric generator performs geometric warping, such as rotation and stretching, through generating deformation field which is used to warp the generated appearance to obtain the final image or video sequences. Two generators take independent latent vectors as input to disentangle the appearance and geometric information from image or video sequences. For video data, a nonlinear transition model is introduced to both the appearance and geometric generators to capture the dynamics over time. The proposed scheme is general and can be easily integrated into different generative models. An extensive set of qualitative and quantitative experiments shows that the appearance and geometric information can be well disentangled, and the learned geometric generator can be conveniently transferred to other image datasets that share similar structure regularity to facilitate knowledge transfer tasks.",2020,IEEE transactions on pattern analysis and machine intelligence,1806.06298,10.1109/tpami.2020.3013905,http://www.stat.ucla.edu/~sczhu/papers/Conf_2019/CVPR_2019_Deep_AAM_1806.06298.pdf
09f2653e2caff8e84f49e346ed763ba9f50a3d2e,0,,,0,0,0,0,0,1,0,0,0,0,0,Profile Face Image Frontalization based on landmark points and 3D Generic Elastic Model,"El primer paso en la mayoria de los sistemas de reconocimiento facial, es la alineacion de los rostros detectados. Cuando los rostros presentan largas variaciones de pose, el proceso de alineacion debe ser capaz de generar rostros frontales. Diferentes metodos han sido propuestos para la frontalizacion de los rostros, pero la mayoria de estos no son capaces de reconstruir una imagen frontal desde un rostro completamente de perfil. En este trabajo, se extiende un metodo de frontalizacion, basado en los Modelos 3D Elasticos Genericos (3DGEM), con el objetivo de recuperar imagenes frontales a partir de rostros de perfil. Primero, se determina si la imagen corresponde a un rostro de perfil derecho o de perfil izquierdo. Se entrena un Modelo de Forma Activa (ASM) para detectar los puntos caracteristicos en los rostros de perfil. Luego, se establece una relacion entre los puntos caracteristicos del perfil y los puntos localizados en el modelo 3D, que es ajustado de manera eficiente a la imagen para ser frontalizada. Se tiene en cuenta la simetria del rostro para proyectar la apariencia del rostro frontalizado. La propuesta es evaluada mediante la frontalizacion de las imagenes faciales en las bases de datos ICB-RW y CFPW. Se muestra la importancia de la frontalizacion para el correcto reconocimiento de los rostros.",2019,,,,http://scielo.sld.cu/pdf/eac/v40n3/1815-5928-eac-40-03-72.pdf
0a869336c65185f078ba473d7ca5b86a371ab929,0,,,0,1,0,0,0,0,0,0,0,0,0,MisGAN: Learning from Incomplete Data with Generative Adversarial Networks,"Generative adversarial networks (GANs) have been shown to provide an effective way to model complex distributions and have obtained impressive results on various challenging tasks. However, typical GANs require fully-observed data during training. In this paper, we present a GAN-based framework for learning from complex, high-dimensional incomplete data. The proposed framework learns a complete data generator along with a mask generator that models the missing data distribution. We further demonstrate how to impute missing data by equipping our framework with an adversarially trained imputer. We evaluate the proposed framework using a series of experiments with several types of missing data processes under the missing completely at random assumption.",2019,ICLR,1902.09599,,https://arxiv.org/pdf/1902.09599.pdf
0ab7cff2ccda7269b73ff6efd9d37e1318f7db25,0,,,1,1,0,0,0,0,0,0,0,0,1,Facial Coding Scheme Reference 1 Craniofacial Distances,"Face recognition is a long-standing challenge in the field of Artificial Intelligence (AI). The goal is to create systems that detect, recognize, verify and understand characteristics of human faces. There are significant technical hurdles in making these systems accurate, particularly in unconstrained settings, due to confounding factors related to pose, resolution, illumination, occlusion and viewpoint. However, with recent advances in neural networks, face recognition has achieved unprecedented accuracy, built largely on data-driven deep learning methods. While this is encouraging, a critical aspect limiting face recognition performance in practice is intrinsic facial diversity. Every face is different. Every face reflects something unique about us. Aspects of our heritage – including race, ethnicity, culture, geography – and our individual identity – age, gender and visible forms of self-expression – are reflected in our faces. Faces are personal. We expect face recognition to work accurately for each of us. Performance should not vary for different individuals or different populations. As we rely on data-driven methods to create face recognition technology, we need to answer a fundamental question: does the training data for these systems fairly represent the distribution of faces we see in the world? At the heart of this core question are deeper scientific questions about how to measure facial diversity, what features capture intrinsic facial variation and how to evaluate coverage and balance for face image data sets. Towards the goal of answering these questions, Diversity in Faces (DiF ) provides a new data set of annotations of one million publicly available face images for advancing the study of facial diversity. The annotations are generated using ten facial coding schemes that provide human-interpretable quantitative measures of intrinsic facial features. We believe that making these descriptors available will encourage deeper research on this important topic and accelerate efforts towards creating more fair and accurate face recognition systems.",2019,,,,https://www.research.ibm.com/artificial-intelligence/trusted-ai/diversity-in-faces/documents/Diversity-in-Faces-Publication.pdf
0b37e25d1efda01ca8950eda36e8a012d3b996ee,0,,,0,1,0,0,0,0,0,0,0,0,0,Adversarial Code Learning for Image Generation,"We introduce the ""adversarial code learning"" (ACL) module that improves overall image generation performance to several types of deep models. Instead of performing a posterior distribution modeling in the pixel spaces of generators, ACLs aim to jointly learn a latent code with another image encoder/inference net, with a prior noise as its input. We conduct the learning in an adversarial learning process, which bears a close resemblance to the original GAN but again shifts the learning from image spaces to prior and latent code spaces. ACL is a portable module that brings up much more flexibility and possibilities in generative model designs. First, it allows flexibility to convert non-generative models like Autoencoders and standard classification models to decent generative models. Second, it enhances existing GANs' performance by generating meaningful codes and images from any part of the prior. We have incorporated our ACL module with the aforementioned frameworks and have performed experiments on synthetic, MNIST, CIFAR-10, and CelebA datasets. Our models have achieved significant improvements which demonstrated the generality for image generation tasks.",2020,ArXiv,2001.11539,,https://arxiv.org/pdf/2001.11539.pdf
0ba6614ff9ed1cd00e07d44c5c61879958e7566b,0,,,0,0,0,0,0,1,0,0,0,0,0,Representation Learning by Rotating Your Faces,"The large pose discrepancy between two face images is one of the fundamental challenges in automatic face recognition. Conventional approaches to pose-invariant face recognition either perform face frontalization on, or learn a pose-invariant representation from, a non-frontal face image. We argue that it is more desirable to perform both tasks jointly to allow them to leverage each other. To this end, this paper proposes a Disentangled Representation learning-Generative Adversarial Network (DR-GAN) with three distinct novelties. First, the encoder-decoder structure of the generator enables DR-GAN to learn a representation that is both generative and discriminative, which can be used for face image synthesis and pose-invariant face recognition. Second, this representation is explicitly disentangled from other face variations such as pose, through the pose code provided to the decoder and pose estimation in the discriminator. Third, DR-GAN can take one or multiple images as the input, and generate one unified identity representation along with an arbitrary number of synthetic face images. Extensive quantitative and qualitative evaluation on a number of controlled and in-the-wild databases demonstrate the superiority of DR-GAN over the state of the art in both learning representations and rotating large-pose face images.",2019,IEEE Transactions on Pattern Analysis and Machine Intelligence,1705.11136,10.1109/TPAMI.2018.2868350,https://arxiv.org/pdf/1705.11136.pdf
0bc1f4e7e59c4268166db5f16353a56d333616e6,0,,,0,1,0,0,0,0,0,0,0,0,0,Bridged Variational Autoencoders for Joint Modeling of Images and Attributes,"Generative models have recently shown the ability to realistically generate data and model the distribution accurately. However, joint modeling of an image with the attribute that it is labeled with requires learning a cross modal correspondence between image and attribute data. Though the information present in a set of images and its attributes possesses completely different statistical properties altogether, there exists an inherent correspondence that is challenging to capture. Various models have aimed at capturing this correspondence either through joint modeling of a variational autoencoder or through separate encoder networks that are then concatenated. We present an alternative by proposing a bridged variational autoencoder that allows for learning cross-modal correspondence by incorporating cross-modal hallucination losses in the latent space. In comparison to the existing methods, we have found that by using a bridge connection in latent space we not only obtain better generation results, but also obtain highly parameter-efficient model which provide 40% reduction in training parameters for bimodal dataset and nearly 70% reduction for trimodal dataset. We validate the proposed method through comparison with state of the art methods and benchmarking on standard datasets.",2020,2020 IEEE Winter Conference on Applications of Computer Vision (WACV),,10.1109/WACV45572.2020.9093565,http://openaccess.thecvf.com/content_WACV_2020/papers/Yadav_Bridged_Variational_Autoencoders_for_Joint_Modeling_of_Images_and_Attributes_WACV_2020_paper.pdf
0c24a2c32d23dce1b7e229fd7ab26d9064ea6b1f,0,,,1,0,0,0,0,0,0,0,0,0,0,SuperPatchMatch : Un algorithme de correspondances robustes de patchs de superpixels,"Les superpixels sont devenus tres populaires dans de nom-breuses applications de vision par ordinateur. Neanmoins, ils restent sous-exploites du fait de l'irregularite des decompositions qui different selon les images. Dans ce travail, nous introduisons d'abord une nouvelle structure, un patch de superpixels, appelee SuperPatch. La structure proposee, basee sur le voisinage du superpixel, definit un descripteur robuste incluant les relations spatiales entre superpixels voisins. La generalisation de la methode de re-cherche de correspondance PatchMatch aux SuperPatchs, nommee SuperPatchMatch, est alors introduite. Enfin, nous proposons une adaptation de la methode a l'´ etiquetage au-tomatique depuis une bibliotheque d'images d'exemples. Nous demontrons alors le potentiel de notre approche en obtenant des resultats superieurssuperieurs`superieursa ceux d'approches basees apprentissages, sur des experiences d'´ etiquetage de visages. Mots Clef Methode basee patchs, Superpixels, Patchs de superpixels Abstract Superpixels have become very popular in many computer vision applications. Nevertheless, they remain underex-ploited because of the irregularity of the decomposition that differ according to the images. In this work, we first introduce a novel structure, a superpixel-based patch, called SuperPatch. The proposed structure, based on super-pixel neighborhood, leads to a robust descriptor including spatial relations between neighboring superpixels. The generalization of the search matching method PatchMatch to these SuperPatches, named SuperPatchMatch, is introduced. Finally, we propose a framework to perform automatic labeling from a library of example images. We demonstrate the potential of our approach by outperforming learning-based approaches on face labeling experiments.",2018,,,,https://pdfs.semanticscholar.org/0c24/a2c32d23dce1b7e229fd7ab26d9064ea6b1f.pdf
0cd28730e3f1643945417faa4d1858bfdf687d60,0,,,0,1,0,0,0,0,0,0,0,0,0,Pixel Transposed Convolutional Networks,"Transposed convolutional layers have been widely used in a variety of deep models for up-sampling, including encoder-decoder networks for semantic segmentation and deep generative models for unsupervised learning. One of the key limitations of transposed convolutional operations is that they result in the so-called checkerboard problem. This is caused by the fact that no direct relationship exists among adjacent pixels on the output feature map. To address this problem, we propose the pixel transposed convolutional layer (PixelTCL) to establish direct relationships among adjacent pixels on the up-sampled feature map. Our method is based on a fresh interpretation of the regular transposed convolutional operation. The resulting PixelTCL can be used to replace any transposed convolutional layer in a plug-and-play manner without compromising the fully trainable capabilities of original models. The proposed PixelTCL may result in slight decrease in efficiency, but this can be overcome by an implementation trick. Experimental results on semantic segmentation demonstrate that PixelTCL can consider spatial features such as edges and shapes and yields more accurate segmentation outputs than transposed convolutional layers. When used in image generation tasks, our PixelTCL can largely overcome the checkerboard problem suffered by regular transposed convolutional operations.",2020,IEEE Transactions on Pattern Analysis and Machine Intelligence,,10.1109/TPAMI.2019.2893965,
0d307221fa52e3939d46180cb5921ebbd92c8adb,0,,,1,0,0,0,0,0,0,0,0,0,0,Word Spotting in the Wild,"We present a method for spotting words in the wild, i.e., in real images taken in unconstrained environments. Text found in the wild has a surprising range of difficulty. At one end of the spectrum, Optical Character Recognition (OCR) applied to scanned pages of well formatted printed text is one of the most successful applications of computer vision to date. At the other extreme lie visual CAPTCHAs - text that is constructed explicitly to fool computer vision algorithms. Both tasks involve recognizing text, yet one is nearly solved while the other remains extremely challenging. In this work, we argue that the appearance of words in the wild spans this range of difficulties and propose a new word recognition approach based on state-of-the-art methods from generic object recognition, in which we consider object categories to be the words themselves. We compare performance of leading OCR engines - one open source and one proprietary - with our new approach on the ICDAR Robust Reading data set and a new word spotting data set we introduce in this paper: the Street View Text data set. We show improvements of up to 16% on the data sets, demonstrating the feasibility of a new approach to a seemingly old problem.",2010,ECCV,,10.1007/978-3-642-15549-9_43,https://vision.cornell.edu/se3/wp-content/uploads/2014/09/wang_eccv2010.pdf
0dcdef6b8d97483f4d4dab461e1cb5b3c4d1fe1a,0,,,0,1,0,0,0,0,0,0,0,0,0,Probabilistic Semantic Inpainting with Pixel Constrained CNNs,"Semantic inpainting is the task of inferring missing pixels in an image given surrounding pixels and high level image semantics. Most semantic inpainting algorithms are deterministic: given an image with missing regions, a single inpainted image is generated. However, there are often several plausible inpaintings for a given missing region. In this paper, we propose a method to perform probabilistic semantic inpainting by building a model, based on PixelCNNs, that learns a distribution of images conditioned on a subset of visible pixels. Experiments on the MNIST and CelebA datasets show that our method produces diverse and realistic inpaintings.",2019,AISTATS,1810.03728,,https://arxiv.org/pdf/1810.03728.pdf
0de1450369cb57e77ef61cd334c3192226e2b4c2,1,[D19],,1,1,0,0,0,0,0,0,0,0,0,"In defense of low-level structural features and SVMs for facial attribute classification: Application to detection of eye state, Mouth State, and eyeglasses in the wild","The current trend in image analysis is to employ automatically detected feature types, such as those obtained using deep-learning techniques. For some applications, however, manually crafted features such as Histogram of Oriented Gradients (HOG) continue to yield better performance in demanding situations. This paper considers both approaches for the problem of facial attribute classification, for images obtained “in the wild.” Attributes of particular interest are eye state (open/closed), mouth state (open/closed), and eyeglasses (present/absent). We present a full face-processing pipeline that employs conventional machine learning techniques, from detection to attribute classification. Experimental results have indicated better performance using RootSIFT with a conventional support-vector machine (SVM) approach, as compared to deep-learning approaches that have been reported in the literature. Our proposed open/closed eye classifier has yielded an accuracy of 99.3% on the CEW dataset, and an accuracy of 98.7% on the ZJU dataset. Similarly, our proposed open/closed mouth classifier has achieved performance similar to deep learning. Also, our proposed presence/absence eyeglasses classifier delivered very good performance, being the best method on LFWA, and second best for the CelebA dataset. The system reported here runs at 30 fps on HD-sized video using a CPU-only implementation.",2017,2017 IEEE International Joint Conference on Biometrics (IJCB),,10.1109/BTAS.2017.8272747,
0e22687fe92f765df06495df1462fc632ea240e4,1,,1,1,0,0,0,0,0,0,0,0,0,0,Likelihood-enhanced Bayesian constrained local models,"This paper addresses to the problem of aligning images in unseen faces. The Constrained Local Models (CLM) are popular methods that combine a set of local landmark detectors whose locations are constrained to lie in a subspace spanned by a linear shape model. The CLM fitting is usually based on a two step approach: locally search, using the detectors, producing response maps (likelihood) followed by a global optimization strategy that jointly maximize all detections at once. In this paper, we mainly focus on the first stage: improving the detectors reliability. Usually the local landmarks detectors are far from perfect. Most often are designed to be fast, having a small support region and are learnt from limited data. As consequence, they will suffer from detection ambiguities. Here we propose to improve the detectors performance by considering multiple detection per landmark. In particular, we propose a joint learning of the detectors by clustering of their training data. Afterwards, the multiple likelihoods are combined using a nonlinear fusion approach. The performance evaluation shows that our (extended) approach further increases the fitting performance of the CLM formulation, when compared with recent state-of-the-art methods.",2014,2014 IEEE International Conference on Image Processing (ICIP),,10.1109/ICIP.2014.7025060,http://home.isr.uc.pt/~pedromartins/Publications/pmartins_icip2014.pdf
123ad2f9d2be35102f1205988613a602232132d0,1,[D18],,1,0,0,0,0,1,0,0,0,0,0,Feature-Improving Generative Adversarial Network for Face Frontalization,"Face frontalization can boost the performance of face recognition methods and has made significant progress with the development of Generative Adversarial Networks (GANs). However, many GAN-based face frontalization methods still perform relatively weak on face recognition tasks under large face poses. In this paper, we propose Feature-Improving GAN (FI-GAN) for face frontalization, which aims to improve the recognition performance under large face poses. We assume that there is an inherent mapping between the frontal face and profile face, and their discrepancy in deep representation space can be estimated. The generation module of FI-GAN has a compact module named Feature-Mapping Block that helps to map the features of profile face images to the frontal space. Moreover, we produce a feature discriminator that can distinguish the features of profile face images from those of ground 1 frontal face images, which guide the generation module to provide high-quality features of profile faces. We conduct experiments on the MultiPIE, Labeled Faces in the Wild (LFW), and Celebrities in Frontal-Profile (CFP) databases. Our method is comparable to state-of-the-art methods under small poses and outperforms them on large pose face recognition.",2020,IEEE Access,,10.1109/ACCESS.2020.2986079,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09057608.pdf
123bbc9e6987c1374442bfebaf195409ec6c2e4e,1,[D18],,1,1,0,0,0,0,0,0,0,0,0,ByeGlassesGAN: Identity Preserving Eyeglasses Removal for Face Images,"In this paper, we propose a novel image-to-image GAN framework for eyeglasses removal, called ByeGlassesGAN, which is used to automatically detect the position of eyeglasses and then remove them from face images. Our ByeGlassesGAN consists of an encoder, a face decoder, and a segmentation decoder. The encoder is responsible for extracting information from the source face image, and the face decoder utilizes this information to generate glasses-removed images. The segmentation decoder is included to predict the segmentation mask of eyeglasses and completed face region. The feature vectors generated by the segmentation decoder are shared with the face decoder, which facilitates better reconstruction results. Our experiments show that ByeGlassesGAN can provide visually appealing results in the eyeglasses-removed face images even for semi-transparent color eyeglasses or glasses with glare. Furthermore, we demonstrate significant improvement in face recognition accuracy for face images with glasses by applying our method as a pre-processing step in our face recognition experiment.",2020,ECCV,2008.11042,10.1007/978-3-030-58526-6_15,https://arxiv.org/pdf/2008.11042.pdf
