paperId,uses dataset or derivative,dataset(s) / model(s) used,unable to disambiguate,cites D1,cites D2,cites D3,title,abstract,year,venue,arxivId,doi,pdfUrl
0fbdaad9fe987dfecb187597675276073bc679c0,1,[D2],,1,1,0,Bag of Negatives for Siamese Architectures,"Training a Siamese architecture for re-identification with a large number of identities is a challenging task due to the difficulty of finding relevant negative samples efficiently. In this work we present Bag of Negatives (BoN), a method for accelerated and improved training of Siamese networks that scales well on datasets with a very large number of identities. BoN is an efficient and loss-independent method, able to select a bag of high quality negatives, based on a novel online hashing strategy.",2019,BMVC,1908.02391,,https://arxiv.org/pdf/1908.02391.pdf
11cb49d8f19f0491e1930d9471988a3c07b70bb4,1,[D2],,1,1,0,Person Re-Identification With Triplet Focal Loss,"Person re-identification (ReID), which aims at matching individuals across non-overlapping cameras, has attracted much attention in the field of computer vision due to its research significance and potential applications. Triplet loss-based CNN models have been very successful for person ReID, which aims to optimize the feature embedding space such that the distances between samples with the same identity are much shorter than those of samples with different identities. Researchers have found that hard triplets’ mining is crucial for the success of the triplet loss. In this paper, motivated by focal loss designed for the classification model, we propose the triplet focal loss for person ReID. Triplet focal loss can up-weight the hard triplets’ training samples and relatively down-weight the easy triplets adaptively via simply projecting the original distance in the Euclidean space to an exponential kernel space. We conduct experiments on three largest benchmark datasets currently available for person ReID, namely, Market-1501, DukeMTMC-ReID, and CUHK03, and the experimental results verify that the proposed triplet focal loss can greatly outperform the traditional triplet loss and achieve competitive performances with the representative state-of-the-art methods.",2018,IEEE Access,,10.1109/ACCESS.2018.2884743,
12d62f1360587fdecee728e6c509acc378f38dc9,1,[D2],,1,1,0,Feature Affinity-Based Pseudo Labeling for Semi-Supervised Person Re-Identification,"Vision-based person re-identification aims to match a person's identity across multiple images, which is a fundamental task in multimedia content analysis and retrieval. Deep neural networks have recently manifested great potential in this task. However, a major bottleneck of existing supervised deep networks is their reliance on a large amount of annotated training data. Manual labeling for person identities in large-scale surveillance camera systems is quite challenging and incurs significant costs. Some recent studies adopt generative model outputs as training data augmentation. To more effectively use these synthetic data for an improved feature learning and re-identification performance, this paper proposes a novel feature affinity-based pseudo labeling method with two possible label encodings. To the best of our knowledge, this is the first study that employs pseudo-labeling by measuring the affinity of unlabeled samples with the underlying clusters of labeled data samples using the intermediate feature representations from deep networks. We propose training the network with the joint supervision of cross-entropy loss together with a center regularization term, which not only ensures discriminative feature representation learning but also simultaneously predicts pseudo-labels for unlabeled data. We show that both label encodings can be learned in a unified manner and help improve the overall performance. Our extensive experiments on three person re-identification datasets: Market-1501, DukeMTMC-reID, and CUHK03, demonstrate significant performance boost over the state-of-the-art person re-identification approaches.",2019,IEEE Transactions on Multimedia,1805.06118,10.1109/TMM.2019.2916456,https://arxiv.org/pdf/1805.06118.pdf
13b0348342a5c2e7c87b5eb5156c0bcf45c3c951,1,[D3],,1,0,1,Co-Segmentation Inspired Attention Networks for Video-Based Person Re-Identification,"Person re-identification (Re-ID) is an important real-world surveillance problem that entails associating a person’s identity over a network of cameras. Video-based Re-ID approaches have gained significant attention recently since a video, and not just an image, is often available. In this work, we propose a novel Co-segmentation inspired video Re-ID deep architecture and formulate a Co-segmentation based Attention Module (COSAM) that activates a common set of salient features across multiple frames of a video via mutual consensus in an unsupervised manner. As opposed to most of the prior work, our approach is able to attend to person accessories along with the person. Our plug-and-play and interpretable COSAM module applied on two deep architectures (ResNet50, SE-ResNet50) outperform the state-of-the-art methods on three benchmark datasets.",2019,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,10.1109/ICCV.2019.00065,http://innovarul.github.io/docs/iccv2019_vidreid_cosegmentation.pdf
141133811391cf0f4ba324a056f09f72ef362ad6,0,,,0,1,0,Weakly Supervised Segmentation Framework with Uncertainty: A Study on Pneumothorax Segmentation in Chest X-ray,"Pneumothorax is a critical abnormality that shall be treated with higher priority, and hence a computerized triage scheme is needed. A deep-learning-based framework to automatically segment the pneumothorax in chest X-rays is developed to support the realization of a triage system. Since a large number of pixel-level annotations is commonly needed but difficult to obtain for deep learning model, we propose a weakly supervised framework that allows partial training data to be weakly annotated with only image-level labels. We employ the attention masks derived from an image-level classification model as the pixel-level masks for those weakly-annotated data. Because the attention masks are rough and may have errors, we further develop a spatial label smoothing regularization technique to explore the uncertainty for the incorrectness of the attention masks in the training of segmentation model. Experimental results show that the proposed weakly supervised segmentation algorithm relieves the need of well-annotated data and yield satisfactory performance on the pneumothorax segmentation.",2019,MICCAI,,10.1007/978-3-030-32226-7_68,
14ea09da023d015263e239c1876f547adcd2974c,1,[D2],,1,1,0,Centralized embedding hypersphere feature learning for person re-identification,"ABSTRACT Deep metric learning has become a general method for person re-identification (ReID) recently. Existing methods train ReID model with various loss functions to learn feature representation and identify pedestrian. However, the interaction between person features and classification vectors in the training process is rarely concerned. Distribution of pedestrian features will greatly affect convergence of the model and the pedestrian similarity computing in the test phase. In this paper, we formulate improved softmax function to learn pedestrian features and classification vectors. Our method applies pedestrian feature representation to be scattered across the coordinate space and embedding hypersphere to solve the classification problem. Then, we propose an end-to-end convolutional neural network (CNN) framework with improved softmax function to improve the performance of pedestrian features. Finally, experiments are performed on four challenging datasets. The results demonstrate that our work is competitive compared to the state-of-the-art.",2019,,,10.1080/13682199.2019.1647947,
156382f40f9396a7a3d1fa444fa0769fc467f958,1,[D2],,1,1,0,Scalable Person Re-Identification by Harmonious Attention,"Existing person re-identification (re-id) deep learning methods rely heavily on the utilisation of large and computationally expensive convolutional neural networks. They are therefore not scalable to large scale re-id deployment scenarios with the need of processing a large amount of surveillance video data, due to the lengthy inference process with high computing costs. In this work, we address this limitation via jointly learning re-id attention selection. Specifically, we formulate a novel harmonious attention network (HAN) framework to jointly learn soft pixel attention and hard region attention alongside simultaneous deep feature representation learning, particularly enabling more discriminative re-id matching by efficient networks with more scalable model inference and feature matching. Extensive evaluations validate the cost-effectiveness superiority of the proposed HAN approach for person re-id against a wide variety of state-of-the-art methods on four large benchmark datasets: CUHK03, Market-1501, DukeMTMC, and MSMT17.",2019,International Journal of Computer Vision,,10.1007/s11263-019-01274-1,https://link.springer.com/content/pdf/10.1007/s11263-019-01274-1.pdf
16681e571a927c30c607b781a608796cc1f15ca9,1,[D2],,0,1,0,Adversarially Erased Learning for Person Re-identification by Fully Convolutional Networks,"The generalization ability of deep person re-identification networks is subject to inadequate person data and occlusions. To relieve this dilemma, we propose a feature-level augmentation strategy, Adversarially Erased Learning Module (AELM), using two adversarial classifiers. Specifically, we utilize a classifier to identify discriminative regions and erase them to increase the variant of features. Meanwhile, we input the erased feature maps to another classifier to discover new body regions, which effectively resist occlusion of key parts. To easily perform end-to-end training for AELM, we propose a novel Identity model based on Fully Convolutional Networks (IFCN) to directly obtain body response heatmap during the forward pass by selecting corresponding class-specific feature map. Thus, the discriminative regions can be identified and erased in a convenient way. Moreover, to capture discriminative region for AELM, we present a Complementary Attention Module (CoAM) combined with channel and spatial attention to automatically focus on which feature types and positions are meaningful in the feature maps. In this paper, CoAM and AELM are cascaded into one module which is applied to the outputs of different convolutional layers to integrate mid- and high-level semantic features. Experimental results on three challenging benchmarks demonstrate the effectiveness of the proposed method.",2019,2019 International Joint Conference on Neural Networks (IJCNN),,10.1109/IJCNN.2019.8852283,
1866c0b9ea12ba23797dc3afd6f2d01f7dc997ac,1,[D2],,0,1,0,Learning Bias-Free Representation for Large-Scale Person Re-Identification,"Person re-identification (re-ID) aims to match the same person across disjointed cameras. In practice, misalignment is one of the key problems that limits the re-ID accuracy. There are many causes, such as detection errors from automatic detectors, human pose changes and relative movement between people and cameras. However, most current automatic re-ID solutions are still limited in mitigating such misalignments. In this paper, we propose that the misalignment scenarios in re-ID can be divided into three basic types. To further study their effects, we visualize their negative impacts in the learned embedding space and compare the changes in the re-ID accuracy. To address these specific misalignment problems, we design three subnetworks to correct the corresponding misalignments and discuss the performance gains. Moreover, by integrating all subnetworks into one unified structure, we propose a bias-free representation learning method. Unlike previous approaches that mainly focus on one specific kind of misalignment, our proposed method can eliminate the feature bias that is introduced by multiple misalignment problems. Systematic visualizations and comparisons are conducted to demonstrate that our method can efficiently correct the feature bias during the representation learning step. Evaluations on three large-scale datasets show that our proposed bias-free representation learning method can outperform the state-of-the-art methods.",2019,IEEE Access,,10.1109/ACCESS.2019.2937509,
1909d5129fdcb2cad5c65e405889bf346419cd06,1,[D2],,1,1,0,Generated Data With Sparse Regularized Multi-Pseudo Label for Person Re-Identification,"Recently, Generative Adversarial Network (GAN) has been adopted to improve person re-identification (person re-ID) performance through data augmentation. However, directly leveraging generated data to train a re-ID model may easily lead to over-fitting issue on these extra data and decrease the generalisability of model to learn 1 ID-related features from real data. Inspired by the previous approach which assigns multi-pseudo labels on the generated data to reduce the risk of over-fitting, we propose to take sparse regularization into consideration. We attempt to further improve the performance of current re-ID models by using the unlabeled generated data. The proposed Sparse Regularized Multi-Pseudo Label (SRMpL) can effectively prevent the over-fitting issue when some larger weights are assigned to the generated data. Our experiments are carried out on two publicly available person re-ID datasets (e.g., Market-1501 and DukeMTMC-reID). Compared with existing unlabeled generated data re-ID solutions, our approach achieves competitive performance. Two classical re-ID models are used to verify our sparse regularization label on generated data, i.e., an ID-embedding network and a two-stream network.",2020,IEEE Signal Processing Letters,,10.1109/LSP.2020.2972768,
19ccdbe94c4da8f5b289311a8915085eec921f3a,1,[D2],,1,0,0,AlignedReID++: Dynamically matching local information for person re-identification,"Abstract Person re-identification (ReID) is a challenging problem, where global features of person images are not enough to solve unaligned image pairs. Many previous works used human pose information to acquire aligned local features to boost the performance. However, those methods need extra labeled data to train an available human pose estimation model. In this paper, we propose a novel method named Dynamically Matching Local Information (DMLI) that could dynamically align local information without requiring extra supervision. DMLI could achieve better performance, especially when encountering the human pose misalignment caused by inaccurate person detection boxes. Then, we propose a deep model name AlignedReID++ which is jointly learned with global features and local feature based on DMLI. AlignedReID++ improves the performance of global features, and could use DMLI to further increase accuracy in the inference phase. Experiments show effectiveness of our proposed method in comparison with several state-of-the-art person ReID approaches. Additionally, it achieves rank-1 accuracy of 92.8% on Market1501 and 86.2% on DukeMTMCReID with ResNet50. The code and models have been released 2 .",2019,Pattern Recognit.,,10.1016/J.PATCOG.2019.05.028,
19eabf03074557ca266fa818e99ac88bd58178e5,1,[D2],,0,1,0,DeepPFCN: Deep Parallel Feature Consensus Network For Person Re-Identification,"Person re-identification aims to associate images of the same person over multiple non-overlapping camera views at different times. Depending on the human operator, manual re-identification in large camera networks is highly time consuming and erroneous. Automated person re-identification is required due to the extensive quantity of visual data produced by rapid inflation of large scale distributed multi-camera systems. The state-of-the-art works focus on learning and factorize person appearance features into latent discriminative factors at multiple semantic levels. We propose Deep Parallel Feature Consensus Network (DeepPFCN), a novel network architecture that learns multi-scale person appearance features using convolutional neural networks. This model factorizes the visual appearance of a person into latent discriminative factors at multiple semantic levels. Finally consensus is built. The feature representations learned by DeepPFCN are more robust for the person re-identification task, as we learn discriminative scale-specific features and maximize multi-scale feature fusion selections in multi-scale image inputs. We further exploit average and max pooling in separate scale for person-specific task to discriminate features globally and locally. We demonstrate the re-identification advantages of the proposed DeepPFCN model over the state-of-the-art re-identification methods on three benchmark datasets: Market1501, DukeMTMCreID, and CUHK03. We have achieved mAP results of 75.8%, 64.3%, and 52.6% respectively on these benchmark datasets.",2019,ArXiv,1911.07776,10.1007/978-981-15-8697-2_37,https://arxiv.org/pdf/1911.07776.pdf
1aaf1c043e734321ddbdceb0392fd89c062fb33a,1,[D2],,0,1,0,Pose-Invariant Embedding for Deep Person Re-Identification,"Pedestrian misalignment, which mainly arises from detector errors and pose variations, is a critical problem for a robust person re-identification (re-ID) system. With poor alignment, the feature learning and matching process might be largely compromised. To address this problem, this paper introduces pose-invariant embedding (PIE) as a pedestrian descriptor. First, in order to align pedestrians to a standard pose, the PoseBox structure is introduced, which is generated through pose estimation followed by affine transformations. Second, to reduce the impact of pose estimation errors and information loss during the PoseBox construction, we design a PoseBox fusion (PBF) CNN architecture that takes the original image, the PoseBox, and the pose estimation confidence as input. The proposed PIE descriptor is thus defined as the fully connected layer of the PBF network for the retrieval task. Experiments are conducted on the Market-1501, CUHK03-NP, and DukeMTMC-reID datasets. We show that PoseBox alone yields decent re-ID accuracy and that when integrated in the PBF network, the learned PIE descriptor produces competitive performance compared with state-of-the-art approaches.",2019,IEEE Transactions on Image Processing,1701.07732,10.1109/TIP.2019.2910414,https://arxiv.org/pdf/1701.07732.pdf
1bc9e07a049f2ef6f0ee1ab093e3cf1e90f5b05f,1,[D1],,1,0,0,An online learned hough forest model based on improved multi-feature fusion matching for multi-object tracking,"Object tracking has been one of the most important and active research areas in the field of computer vision. In order to solve low accuracy in object occlusion and deformation for multi-object tracking, an online learned Hough forest model based on improved multi-feature fusion matching for multi-object tracking is proposed in this paper. Firstly, positive and negative samples are selected online according to low-level association among detection responses and construct the feature model of the object with color histogram, histogram of oriented gradient (HOG) and optical flow information. Secondly, longer trajectory associations are generated based on the online learned Hough forest framework. Finally, a trajectory matching algorithm based on multi-feature fusion is proposed, and we introduce two methods of similarity measure in color histogram and feature points matching based on the Gabor filter to generate the probability matrix with the weighted factor. Therefore, it can further form the complete trajectories of the objects by associating them gradually. We evaluate our approach on three public data sets, and show significant improvements compared with state-of-art methods.",2018,Multimedia Tools and Applications,,10.1007/s11042-018-6519-y,
1e3043eac630533f1195e56ef88002f3433409ca,1,[D2],,0,1,0,Backbone Can Not be Trained at Once: Rolling Back to Pre-trained Network for Person Re-Identification,"In person re-identification (ReID) task, because of its shortage of trainable dataset, it is common to utilize fine-tuning method using a classification network pre-trained on a large dataset. However, it is relatively difficult to sufficiently fine-tune the low-level layers of the network due to the gradient vanishing problem. In this work, we propose a novel fine-tuning strategy that allows low-level layers to be sufficiently trained by rolling back the weights of high-level layers to their initial pre-trained weights. Our strategy alleviates the problem of gradient vanishing in low-level layers and robustly trains the low-level layers to fit the ReID dataset, thereby increasing the performance of ReID tasks. The improved performance of the proposed strategy is validated via several experiments. Furthermore, without any add-ons such as pose estimation or segmentation, our strategy exhibits state-of-the-art performance using only vanilla deep convolutional neural network architecture.",2019,AAAI,1901.0614,10.1609/aaai.v33i01.33018859,https://arxiv.org/pdf/1901.06140.pdf
1e7b5039af9d4bf3d7bd70cbd9abbe6430dba8e1,0,,,1,0,0,Object Tracking for Autonomous Driving Systems,Object Tracking for Autonomous Driving Systems,2020,,,,https://www2.eecs.berkeley.edu/Pubs/TechRpts/2020/EECS-2020-81.pdf
1ea8591721da4c3a3f8b7f1a95c1acd5066aad3e,1,[D2],,0,1,0,Improving Person Re-Identification by Combining Siamese Convolutional Neural Network and Re-Ranking Process,"Person re-identification (re-ID) is an active task with several challenges such as variations of poses, view points, lighting and occlusion. When considering person re-ID as an image retrieval process, measuring the appearance similarity of a pairwise person images is the essential phase. Re-ranking process can improve its accuracy especially when it is based on an other similarity metric. In this paper, we propose a pipeline composed of two methods: A Siamese Convolutional Neural Network (S-CNN) and a k-reciprocal nearest neighbors (k-RNN) re-ranking algorithm. While most existing re-ranking methods ignore the importance of original distance in re-ranking, we jointly combine the S-CNN similarity measure and Jaccard distance to revise the initial ranked list. An experimental study is conducted on two benchmark person re-ID datasets (Market-1501 and Duke-MTMC-reID). The obtained results confirm the effectiveness of our method. A mAP improvement of 11.6% and 15.68% is obtained respectively for the two testing datasets.",2019,2019 16th IEEE International Conference on Advanced Video and Signal Based Surveillance (AVSS),,10.1109/AVSS.2019.8909902,
1eb45acc4f27fc47ed13249273cf5cb86476b154,1,[D3],,1,0,1,A two-stream network with joint spatial-temporal distance for video-based person re-identification,,2020,J. Intell. Fuzzy Syst.,,10.3233/jifs-192067,
205c2889a998f8f1b42c45a2b3a79d78873a4ba7,1,[D2],,1,1,1,Multiple Expert Brainstorming for Domain Adaptive Person Re-identification,"Often the best performing deep neural models are ensembles of multiple base-level networks, nevertheless, ensemble learning with respect to domain adaptive person re-ID remains unexplored. In this paper, we propose a multiple expert brainstorming network (MEB-Net) for domain adaptive person re-ID, opening up a promising direction about model ensemble problem under unsupervised conditions. MEB-Net adopts a mutual learning strategy, where multiple networks with different architectures are pre-trained within a source domain as expert models equipped with specific features and knowledge, while the adaptation is then accomplished through brainstorming (mutual learning) among expert models. MEB-Net accommodates the heterogeneity of experts learned with different architectures and enhances discrimination capability of the adapted re-ID model, by introducing a regularization scheme about authority of experts. Extensive experiments on large-scale datasets (Market-1501 and DukeMTMC-reID) demonstrate the superior performance of MEB-Net over the state-of-the-arts.",2020,ECCV,2007.01546,10.1007/978-3-030-58571-6_35,https://arxiv.org/pdf/2007.01546.pdf
2077108111f40649c4661be229d892467b45bdef,0,,,0,1,0,A Shape Transformation-based Dataset Augmentation Framework for Pedestrian Detection,"Deep learning-based computer vision is usually data-hungry. Many researchers attempt to augment datasets with synthesized data to improve model robustness. However, the augmentation of popular pedestrian datasets, such as Caltech and Citypersons, can be extremely challenging because real pedestrians are commonly in low quality. Due to the factors like occlusions, blurs, and low-resolution, it is significantly difficult for existing augmentation approaches, which generally synthesize data using 3D engines or generative adversarial networks (GANs), to generate realistic-looking pedestrians. Alternatively, to access much more natural-looking pedestrians, we propose to augment pedestrian detection datasets by transforming real pedestrians from the same dataset into different shapes. Accordingly, we propose the Shape Transformation-based Dataset Augmentation (STDA) framework. The proposed framework is composed of two subsequent modules, i.e. the shape-guided deformation and the environment adaptation. In the first module, we introduce a shape-guided warping field to help deform the shape of a real pedestrian into a different shape. Then, in the second stage, we propose an environment-aware blending map to better adapt the deformed pedestrians into surrounding environments, obtaining more realistic-looking pedestrians and more beneficial augmentation results for pedestrian detection. Extensive empirical studies on different pedestrian detection benchmarks show that the proposed STDA framework consistently produces much better augmentation results than other pedestrian synthesis approaches using low-quality pedestrians. By augmenting the original datasets, our proposed framework also improves the baseline pedestrian detector by up to 38% on the evaluated benchmarks, achieving state-of-the-art performance.",2019,ArXiv,1912.0701,,https://arxiv.org/pdf/1912.07010.pdf
